,SKU,Product Description,Menge / Unit (Reference),Product Qty,Purchase,Shipping,Free Shipping,Purchace incl. Freight,Purchasing Total,Margin %,Yield,Unique Selling Price,Total Selling Price
97,,,10.0,100.0,"10,750","4,99",250.0,"10,750",1075,"0,22","236,50","13,12€","1311,50"
98,,,,,,,,,,,,,
99,100605010000-PAL,"Bambus-Thermobecher 400ml (inkl. Teesieb) , Anzahl 
pro Verp. = 1 Stück , Umverpackung/ VE = , VE je Karton = 82 , Kartons auf Palette
 = 12",1.0,344.0,"10,750","4,99",250.0,"10,75","3698,0","0,20","739,6","12,9€","4437,6"
100,,,2.0,1328.0,"10,750","4,99",250.0,"10,75","14276,0","0,19","2712,44","12,79€","16988,44"
101,,,3.0,2312.0,"10,750","4,99",250.0,"10,75","24854,0","0,18","4473,72","12,68€","29327,72"
102,,,4.0,3296.0,"10,750","4,99",250.0,"10,75","35432,0","0,17","6023,44","12,57€","41455,44"
103,,,5.0,4280.0,"10,750","4,99",250.0,"10,75","46010,0","0,16","7361,6","12,46€","53371,6"
104,,,6.0,5264.0,"10,750","4,99",250.0,"10,75","56588,0","0,15","8488,19","12,36€","65076,19"
105,,,7.0,6248.0,"10,750","4,99",250.0,"10,75","67166,0","0,14","9403,24","12,25€","76569,24"
106,,,8.0,7232.0,"10,750","4,99",250.0,"10,75","77744,0","0,13","10106,72","12,14€","87850,72"
107,,,9.0,8216.0,"10,750","4,99",250.0,"10,75","88322,0","0,12","10598,64","12,04€","98920,64"
108,,,10.0,9200.0,"10,750","4,99",250.0,"10,75","98900,0","0,10","9890,0","11,82€","108790,0"
109,,,,,,,,,,,,,
110,100562010004,"Bambus-Esslernschale 250ml (mit Saugnapf) , Anzahl 
pro Verp. = 1 Stück , Umverpackung/ VE = , VE je Karton = 48 , Kartons auf Palette
 = 12",1.0,8.0,"12,770","4,99",250.0,"13,39","107,14","0,45","48,21","19,41€","155,35"
111,,,2.0,56.0,"12,770","4,99",250.0,"12,77","715,12","0,42","300,35","18,13€","1015,47"
112,,,3.0,104.0,"12,770","4,99",250.0,"12,77","1328,08","0,38","504,67","17,62€","1832,75"
113,,,4.0,152.0,"12,770","4,99",250.0,"12,77","1941,04","0,36","698,77","17,36€","2639,81"
114,,,5.0,200.0,"12,770","4,99",250.0,"12,77","2554,0","0,34","868,36","17,11€","3422,36"
115,,,6.0,248.0,"12,770","4,99",250.0,"12,77","3166,96","0,32","1013,42","16,85€","4180,38"
116,,,7.0,296.0,"12,770","4,99",250.0,"12,77","3779,92","0,28","1058,37","16,34€","4838,29"
117,,,8.0,344.0,"12,770","4,99",250.0,"12,77","4392,88","0,26","1142,14","16,09€","5535,02"
118,,,9.0,392.0,"12,770","4,99",250.0,"12,77","5005,84","0,24","1201,40","15,83€","6207,24"
119,,,10.0,440.0,"12,770","4,99",250.0,"12,77","5618,8","0,22","1236,13","15,57€","6854,93"
120,,,,,,,,,,,,,
121,100562010004-PAL,"Bambus-Esslernschale 250ml (mit Saugnapf) , Anzahl 
pro Verp. = 1 Stück , Umverpackung/ VE = , VE je Karton = 48 , Kartons auf Palette
 = 12",1.0,296.0,"12,770","4,99",250.0,"12,77","3779,92","0,20","755,98","15,32€","4535,9"
122,,,2.0,872.0,"12,770","4,99",250.0,"12,77","11135,44","0,19","2115,73","15,19€","13251,17"
123,,,3.0,1448.0,"12,770","4,99",250.0,"12,77","18490,96","0,18","3328,37","15,06€","21819,32"
124,,,4.0,2024.0,"12,770","4,99",250.0,"12,77","25846,48","0,17","4393,90","14,94€","30240,37"
125,,,5.0,2600.0,"12,770","4,99",250.0,"12,77","33202,0","0,16","5312,32","14,81€","38514,32"
126,,,6.0,3176.0,"12,770","4,99",250.0,"12,77","40557,52","0,15","6083,62","14,68€","46641,14"
127,,,7.0,3752.0,"12,770","4,99",250.0,"12,77","47913,04","0,14","6707,82","14,55€","54620,86"
128,,,8.0,4328.0,"12,770","4,99",250.0,"12,77","55268,56","0,13","7184,91","14,43€","62453,47"
129,,,9.0,4904.0,"12,770","4,99",250.0,"12,77","62624,07","0,12","7514,88","14,30€","70138,95"
130,,,10.0,5480.0,"12,770","4,99",250.0,"12,76","69979,59","0,10","6997,95","14,04€","76977,54"
131,,,,,,,,,,,,,
132,100562010011,"Bambus-Esslernschale 250ml (mit Saugnapf) , Anzahl 
pro Verp. = 1 Stück , Umverpackung/ VE = , VE je Karton = 48 , Kartons auf Palette
 = 12",1.0,8.0,"12,770","4,99",250.0,"13,39","107,14","0,45","48,21","19,41€","155,35"
133,,,2.0,56.0,"12,770","4,99",250.0,"12,77","715,12","0,42","300,35","18,13€","1015,47"
134,,,3.0,104.0,"12,770","4,99",250.0,"12,77","1328,08","0,38","504,67","17,62€","1832,75"
135,,,4.0,152.0,"12,770","4,99",250.0,"12,77","1941,04","0,36","698,77","17,36€","2639,81"
136,,,5.0,200.0,"12,770","4,99",250.0,"12,77","2554,0","0,34","868,36","17,11€","3422,36"
137,,,6.0,248.0,"12,770","4,99",250.0,"12,77","3166,96","0,32","1013,42","16,85€","4180,38"
138,,,7.0,296.0,"12,770","4,99",250.0,"12,77","3779,92","0,28","1058,37","16,34€","4838,29"
139,,,8.0,344.0,"12,770","4,99",250.0,"12,77","4392,88","0,26","1142,14","16,09€","5535,02"
140,,,9.0,392.0,"12,770","4,99",250.0,"12,77","5005,84","0,24","1201,40","15,83€","6207,24"
141,,,10.0,440.0,"12,770","4,99",250.0,"12,77","5618,8","0,22","1236,13","15,57€","6854,93"
142,,,,,,,,,,,,,
143,100562010011-PAL,"Bambus-Esslernschale 250ml (mit Saugnapf) , Anzahl 
pro Verp. = 1 Stück , Umverpackung/ VE = , VE je Karton = 48 , Kartons auf Palette
 = 12",1.0,296.0,"12,770","4,99",250.0,"12,77","3779,92","0,20","755,98","15,32€","4535,9"
144,,,2.0,872.0,"12,770","4,99",250.0,"12,77","11135,44","0,19","2115,73","15,19€","13251,17"
145,,,3.0,1448.0,"12,770","4,99",250.0,"12,77","18490,96","0,18","3328,37","15,06€","21819,32"
146,,,4.0,2024.0,"12,770","4,99",250.0,"12,77","25846,48","0,17","4393,90","14,94€","30240,37"
147,,,5.0,2600.0,"12,770","4,99",250.0,"12,77","33202,0","0,16","5312,32","14,81€","38514,32"
148,,,6.0,3176.0,"12,770","4,99",250.0,"12,77","40557,52","0,15","6083,62","14,68€","46641,14"
149,,,7.0,3752.0,"12,770","4,99",250.0,"12,77","47913,04","0,14","6707,82","14,55€","54620,86"
150,,,8.0,4328.0,"12,770","4,99",250.0,"12,77","55268,56","0,13","7184,91","14,43€","62453,47"
151,,,9.0,4904.0,"12,770","4,99",250.0,"12,77","62624,07","0,12","7514,88","14,30€","70138,95"
152,,,10.0,5480.0,"12,770","4,99",250.0,"12,76","69979,59","0,10","6997,95","14,04€","76977,54"
153,,,,,,,,,,,,,
154,100562010009,"Bambus-Esslernschale 250ml (mit Saugnapf) , Anzahl 
pro Verp. = 1 Stück , Umverpackung/ VE = , VE je Karton = 48 , Kartons auf Palette
 = 12",1.0,8.0,"12,770","4,99",250.0,"13,39","107,14","0,45","48,21","19,41€","155,35"
155,,,2.0,56.0,"12,770","4,99",250.0,"12,77","715,12","0,42","300,35","18,13€","1015,47"
156,,,3.0,104.0,"12,770","4,99",250.0,"12,77","1328,08","0,38","504,67","17,62€","1832,75"
157,,,4.0,152.0,"12,770","4,99",250.0,"12,77","1941,04","0,36","698,77","17,36€","2639,81"
158,,,5.0,200.0,"12,770","4,99",250.0,"12,77","2554,0","0,34","868,36","17,11€","3422,36"
159,,,6.0,248.0,"12,770","4,99",250.0,"12,77","3166,96","0,32","1013,42","16,85€","4180,38"
160,,,7.0,296.0,"12,770","4,99",250.0,"12,77","3779,92","0,28","1058,37","16,34€","4838,29"
161,,,8.0,344.0,"12,770","4,99",250.0,"12,77","4392,88","0,26","1142,14","16,09€","5535,02"
162,,,9.0,392.0,"12,770","4,99",250.0,"12,77","5005,84","0,24","1201,40","15,83€","6207,24"
163,,,10.0,440.0,"12,770","4,99",250.0,"12,77","5618,8","0,22","1236,13","15,57€","6854,93"
164,,,,,,,,,,,,,
165,100562010009-PAL,"Bambus-Esslernschale 250ml (mit Saugnapf) , Anzahl 
pro Verp. = 1 Stück , Umverpackung/ VE = , VE je Karton = 48 , Kartons auf Palette
 = 12",1.0,296.0,"12,770","4,99",250.0,"12,77","3779,92","0,20","755,98","15,32€","4535,9"
166,,,2.0,872.0,"12,770","4,99",250.0,"12,77","11135,44","0,19","2115,73","15,19€","13251,17"
167,,,3.0,1448.0,"12,770","4,99",250.0,"12,77","18490,96","0,18","3328,37","15,06€","21819,32"
168,,,4.0,2024.0,"12,770","4,99",250.0,"12,77","25846,48","0,17","4393,90","14,94€","30240,37"
169,,,5.0,2600.0,"12,770","4,99",250.0,"12,77","33202,0","0,16","5312,32","14,81€","38514,32"
170,,,6.0,3176.0,"12,770","4,99",250.0,"12,77","40557,52","0,15","6083,62","14,68€","46641,14"
171,,,7.0,3752.0,"12,770","4,99",250.0,"12,77","47913,04","0,14","6707,82","14,55€","54620,86"
172,,,8.0,4328.0,"12,770","4,99",250.0,"12,77","55268,56","0,13","7184,91","14,43€","62453,47"
173,,,9.0,4904.0,"12,770","4,99",250.0,"12,77","62624,07","0,12","7514,88","14,30€","70138,95"
174,,,10.0,5480.0,"12,770","4,99",250.0,"12,76","69979,59","0,10","6997,95","14,04€","76977,54"
175,,,,,,,,,,,,,
